id,StartUp,Country,Year,ESG,E,S,G,Raised,distr_tk,Rating, platform ETHEREUM , kyc , whitelist , mvp , teamsize , duracao , retrictions USD , FIAT , EPI , GOVEF , POLEST , REGQ , EDBUS , PUBEXP , TERT , TEACHT , DOCT , RDEXP , HTECEXP , QINSTIT , SJOUR , DCRED , STOCMARK , DMED , DMEDIA , GDPC , CREDINAD , CONCTBANK , EASYL , VC , TAXPROFIT , TAX_REVEN , FISCALFRD , FINACIFRD , FOREIGINVEST , FOREIGDP , INTERPAY , percmath , GINI , MAKTEFF , PERCTECH , DEVCOUNT 
12316,VenusEnergy,Lithuania,2018,0.01,0.008,0.002,0,5986183,0.27,3.9,0,0,0,0,11,91,1,0,62.9,0,87,1.101966,80.6,3.894959927,73.7303009,11426,0.624520004,0.94181,12.10092546,4.539711475,2267.3,40.37367799,9.3,1,0,19176.81215,2.27015,80.38381,4.087507248,3.033166647,5.9,16.83182927,96.7,70,1299841764,2.420713014,3.476570665,4.26941,35.7,4.642995349,3.11263,1
23416,GreenEnergyCoin,Netherlands,2018,0.018,0.01,0.006,0.002,0,0,0,1,0,0,0,0,0,0,0,75.3,1.850402,91.8,2.019616,76.1,5.357649803,87.09784698,69777.10483,0.627430022,2.16374,22.49154351,6.087815762,30457.33,105.4856219,132.2544,1,1,53018.62936,1.95988,94.71364,4.274242401,4.081542015,20.5,29.12024826,88.2,80,-3.61467E+11,-39.56529421,2.264508618,6.37706,28.1,5.408079641,2.82506,1
1553,HydroMiner,Austria,2017,0.014,0.01,0,0.004,3500000,0,0,1,0,0,1,5,75,0,0,79.6,1.3,97.4,1.531354,78.73995,5.225359917,86.68834686,59910.59132,1.023830056,3.17491,11.64557129,5.3621199,12362.28,84.32117413,25.67796,1,1,51461.43322,1.88243,84.57088,4.662967205,3.321559668,17.1,27.50158332,81.1,70,-28555242263,-6.277634789,3.64430175,6.07867,30.8,4.897588564,4.38647,1
17028,PowerCorp,"Hong Kong SAR, China",2018,0.008,0.006,0,0.002,0,0,0,0,0,0,0,0,0,0,0,18.65,1.9,0,2.22614,85,3.326519966,76.92223358,6500,0,0.8634,64.65259172,5.01149416,0,219.9321686,1055.932,1,1,48542.68187,0.546971,57.3908,5.077777863,4.342450619,17.5,0,100,90,97036255479,26.82845724,0.05,0,0,5.705542134,0,1
8483,Emyron Coin,United States,2018,0.017,0,0.011,0.006,0,0.28,2.4,1,0,0,0,1,77,0,0,69.3,1.575724,79.2,1.62526,83.57395,3.6,88.29917908,1581424,2.032649994,2.83283,18.47405368,6.026274681,422807.71,178.9733659,147.6641,1,1,63064.41841,0.913162,34.41995,5.538066864,5.603142738,27.1,51.4405252,54.8,80,2.61482E+11,1.268599671,11.81637868,7.2092,41.4,5.209139408,3.78213,1
6058,HERO Token,British Virgin Islands,2018,0.011,0,0.011,0,36416517,0,0,1,0,0,0,0,0,0,0,36.585,-0.2,0,0.8234454,0,2.694129944,16.25408936,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58776983523,0,0,0,0,0,3.15669,0
21656,CCET Project,Singapore,2018,0.008,0.008,0,0,0,0.25,2.4,1,0,0,0,0,30,0,0,58.1,2.230585,97.1,2.126329,85.6,2.645090103,88.88645172,14402,0,1.92465,51.56363888,5.666472435,11458.63,118.0666303,182.7901,1,1,66679.04649,1.30952,67.17964,5.453181267,4.680789471,1.7,33.27790842,80,80,83110792594,22.10501951,0.000791316,5.311,0,5.775368547,8.57863,1
2732,Skychain,Russian Federation,2018,0.006,0,0.004,0.002,9815000,0,4.1,1,0,0,0,13,41,0,0,50.5,0.15,45.6,-0.5028223,76.5,4.678199768,84.5842514,539144,0.649489999,0.98275,11.31874347,4.396923542,81579.36,51.24333483,34.76174,1,0,11287.35528,10.1236,33.67986,3.172773123,2.676175117,7.3,2.274465363,87.7,30,8784850000,0.530060761,2.691165331,2.77605,37.5,4.186344936,5.16847,0
11647,Minery,Russian Federation,2018,0.014,0.01,0.002,0.002,175492,0.87,2.7,1,1,0,0,0,91,0,1,50.5,0.15,45.6,-0.5028223,76.5,4.678199768,84.5842514,539144,0.649489999,0.98275,11.31874347,4.396923542,81579.36,51.24333483,34.76174,1,0,11287.35528,10.1236,33.67986,3.172773123,2.676175117,7.3,2.274465363,87.7,30,8784850000,0.530060761,2.691165331,2.77605,37.5,4.186344936,5.16847,0
4719,XiWATT,United States,2018,0.01,0.008,0.002,0,0,0,2.4,1,0,0,0,7,0,0,0,69.3,1.575724,79.2,1.62526,83.57395,3.6,88.29917908,1581424,2.032649994,2.83283,18.47405368,6.026274681,422807.71,178.9733659,147.6641,1,1,63064.41841,0.913162,34.41995,5.538066864,5.603142738,27.1,51.4405252,54.8,80,2.61482E+11,1.268599671,11.81637868,7.2092,41.4,5.209139408,3.78213,1
11110,PowerLoan,"Hong Kong SAR, China",2018,0.006,0.006,0,0,1621950,0,0,0,0,0,1,0,0,0,0,18.65,1.9,0,2.22614,85,3.326519966,76.92223358,6500,0,0.8634,64.65259172,5.01149416,0,219.9321686,1055.932,1,1,48542.68187,0.546971,57.3908,5.077777863,4.342450619,17.5,0,100,90,97036255479,26.82845724,0.05,0,0,5.705542134,0,1
13271,GreenX,Singapore,2018,0.012,0.006,0.002,0.004,2100000,0.6,3.6,1,1,1,0,14,77,0,0,58.1,2.230585,97.1,2.126329,85.6,2.645090103,88.88645172,14402,0,1.92465,51.56363888,5.666472435,11458.63,118.0666303,182.7901,1,1,66679.04649,1.30952,67.17964,5.453181267,4.680789471,1.7,33.27790842,80,80,83110792594,22.10501951,0.000791316,5.311,0,5.775368547,8.57863,1
7790,TraXion,Philippines,2018,0.011,0,0.009,0.002,0,0.5,4.3,1,1,1,0,22,31,1,0,38.4,0.0531931,38,-0.0615247,59.3,3.133100033,35.47546005,151252,0.114330001,0.2,61.34579397,3.68423737,2237.34,47.56279797,74.43031,0,0,3252.110274,1.67364,51.34585,4.073784351,3.282922983,20.3,36.52747574,97.7,60,9948598824,2.868336627,13.45229552,1.48056,42.3,4.066351532,11.9587,0
17767,Grapevine World,Austria,2018,0.011,0,0.011,0,0,0,0,1,1,1,0,0,0,0,0,79.6,1.3,97.4,1.531354,78.73995,5.225359917,86.68834686,59910.59132,1.023830056,3.17491,11.64557129,5.3621199,12362.28,84.32117413,25.67796,1,1,51461.43322,1.88243,84.57088,4.662967205,3.321559668,17.1,27.50158332,81.1,70,-28555242263,-6.277634789,3.64430175,6.07867,30.8,4.897588564,4.38647,1
338,DENTALFIX,Russian Federation,2017,0.002,0,0,0.002,0,0,2.6,0,0,0,1,2,31,0,0,50.5,0.15,45.6,-0.5028223,76.5,4.678199768,84.5842514,539144,0.649489999,0.98275,11.31874347,4.396923542,81579.36,51.24333483,34.76174,1,0,11287.35528,10.1236,33.67986,3.172773123,2.676175117,7.3,2.274465363,87.7,30,8784850000,0.530060761,2.691165331,2.77605,37.5,4.186344936,5.16847,0
997,Gene Blockchain Token,United Kingdom,2017,0.006,0,0.004,0.002,0,0,0,1,0,0,0,0,0,0,0,81.3,1.398906,76.1,1.777152,83.2,5.238900185,61.38288879,161144.9639,1.001019955,1.70274,22.31955772,6.33368735,97680.9,132.6118914,116.4857,1,1,43646.95197,1.07263,48.65972,4.429107189,4.408193111,17.3,33.21909638,53.5,80,81158909779,2.840389193,6.702680056,13.56267,34.8,5.344177416,3.61913,1
1508,Robomed Network,Russian Federation,2017,0.002,0,0.002,0,0,0.7,3.1,1,0,0,0,11,25,0,0,50.5,0.15,45.6,-0.5028223,76.5,4.678199768,84.5842514,539144,0.649489999,0.98275,11.31874347,4.396923542,81579.36,51.24333483,34.76174,1,0,11287.35528,10.1236,33.67986,3.172773123,2.676175117,7.3,2.274465363,87.7,30,8784850000,0.530060761,2.691165331,2.77605,37.5,4.186344936,5.16847,0
1525,WHA Project,Russian Federation,2017,0.004,0,0.002,0.002,0,0.6,2.4,1,0,0,0,2,0,0,0,50.5,0.15,45.6,-0.5028223,76.5,4.678199768,84.5842514,539144,0.649489999,0.98275,11.31874347,4.396923542,81579.36,51.24333483,34.76174,1,0,11287.35528,10.1236,33.67986,3.172773123,2.676175117,7.3,2.274465363,87.7,30,8784850000,0.530060761,2.691165331,2.77605,37.5,4.186344936,5.16847,0
2513,Synthium Health,United States,2018,0.015,0,0.011,0.004,129562181,0.85,3.2,1,0,0,1,14,93,0,1,69.3,1.575724,79.2,1.62526,83.57395,3.6,88.29917908,1581424,2.032649994,2.83283,18.47405368,6.026274681,422807.71,178.9733659,147.6641,1,1,63064.41841,0.913162,34.41995,5.538066864,5.603142738,27.1,51.4405252,54.8,80,2.61482E+11,1.268599671,11.81637868,7.2092,41.4,5.209139408,3.78213,1
3074,Healthureum,Estonia,2018,0.006,0,0.004,0.002,40000000,0.29,3.1,0,0,0,0,0,34,0,0,65.3,1.7,82.1,1.55177,80.8,5.238870144,70.36543274,4349,0.931609988,1.40441,18.171464,5.28922987,1414.72,62.2248163,16.9,1,1,23052.30126,0.453036,96.82919,4.656772614,3.812066317,7.8,20.46954584,99.8,80,1212525210,3.960406045,0.173250173,6.31962,30.3,5.061652945,6.66152,1
3201,Vinnd,China,2018,0.006,0.002,0.004,0,0,0,0,0,0,0,0,0,0,0,0,37.3,-1.6,50.6,-0.1862563,65.2,3.542490005,50.60443878,1556926,0,2.14058,31.46749676,4.632453918,528263.25,157.8127859,45.5197,0,0,9905.342004,1.83295,44.1917,4.466797829,4.418037415,10.8,20.10805292,85.9,20,2.35365E+11,1.693905294,0,0,38.5,4.42948259,0,0
3358,WELL,United States,2018,0.015,0,0.015,0,15000000,0,3.5,0,0,0,1,10,45,0,1,69.3,1.575724,79.2,1.62526,83.57395,3.6,88.29917908,1581424,2.032649994,2.83283,18.47405368,6.026274681,422807.71,178.9733659,147.6641,1,1,63064.41841,0.913162,34.41995,5.538066864,5.603142738,27.1,51.4405252,54.8,80,2.61482E+11,1.268599671,11.81637868,7.2092,41.4,5.209139408,3.78213,1
3366,SmartHealthcareToday,Estonia,2018,0.006,0,0.006,0,7430,0,0,0,0,0,0,0,0,0,0,65.3,1.7,82.1,1.55177,80.8,5.238870144,70.36543274,4349,0.931609988,1.40441,18.171464,5.28922987,1414.72,62.2248163,16.9,1,1,23052.30126,0.453036,96.82919,4.656772614,3.812066317,7.8,20.46954584,99.8,80,1212525210,3.960406045,0.173250173,6.31962,30.3,5.061652945,6.66152,1
9735,NWP solution,Estonia,2018,0.011,0.002,0.009,0,0,0,0,0,0,0,0,0,0,0,0,65.3,1.7,82.1,1.55177,80.8,5.238870144,70.36543274,4349,0.931609988,1.40441,18.171464,5.28922987,1414.72,62.2248163,16.9,1,1,23052.30126,0.453036,96.82919,4.656772614,3.812066317,7.8,20.46954584,99.8,80,1212525210,3.960406045,0.173250173,6.31962,30.3,5.061652945,6.66152,1
10123,MedicoHealth,Switzerland,2018,0.008,0,0.006,0.002,39999200,0.65,4.1,0,0,0,1,34,169,1,0,81.5,2.038619,98.1,1.798568,76.6,4.86093998,61.37744904,36406,2.934159994,3.36798,13.31746702,6.5519386,21378.56,168.7,195.8393,1,1,86388.40495,0.661974,84.84321,4.940247536,4.145997524,9.3,24.51156614,95.9,90,-1.46999E+11,-19.97575153,1.004549408,6.93209,33.1,5.422860297,2.54616,1
11865,Escobarcoin,United Kingdom,2018,0.006,0,0.004,0.002,0,0,0,0,0,0,0,0,0,0,0,81.3,1.398906,76.1,1.777152,83.2,5.238900185,61.38288879,161144.9639,1.001019955,1.70274,22.31955772,6.33368735,97680.9,132.6118914,116.4857,1,1,43646.95197,1.07263,48.65972,4.429107189,4.408193111,17.3,33.21909638,53.5,80,81158909779,2.840389193,6.702680056,13.56267,34.8,5.344177416,3.61913,1
13535,flyCARE,Belgium,2018,0.014,0,0.009,0.006,0,0.65,2.9,0,0,0,1,6,231,0,0,73.3,1.8,86.8,1.268156,74.7453,6.376639843,78.90116882,31336,0.603200018,2.76578,11.70534093,5.79778511,15688.13,68.0889091,59.08856,1,1,47519.5531,2.26827,81.4233,4.666582108,3.8091712,10.9,34.0051694,67.9,70,-42501691432,-7.821284165,4.714071527,3.71729,27.2,5.220618628,2.10335,1
15120,THEBIKECOIN,"Hong Kong SAR, China",2018,0.011,0,0.009,0.002,0,0.8,0,0,0,0,0,0,345,0,1,18.65,1.9,0,2.22614,85,3.326519966,76.92223358,6500,0,0.8634,64.65259172,5.01149416,0,219.9321686,1055.932,1,1,48542.68187,0.546971,57.3908,5.077777863,4.342450619,17.5,0,100,90,97036255479,26.82845724,0.05,0,0,5.705542134,0,1
16818,Helix3,United States,2018,0.011,0,0.011,0,0,0.3,3.5,0,0,0,0,14,92,1,0,69.3,1.575724,79.2,1.62526,83.57395,3.6,88.29917908,1581424,2.032649994,2.83283,18.47405368,6.026274681,422807.71,178.9733659,147.6641,1,1,63064.41841,0.913162,34.41995,5.538066864,5.603142738,27.1,51.4405252,54.8,80,2.61482E+11,1.268599671,11.81637868,7.2092,41.4,5.209139408,3.78213,1
21233,dClinic,Singapore,2018,0.008,0,0.006,0.002,20500000,0.2,3.7,0,0,0,0,19,45,1,0,58.1,2.230585,97.1,2.126329,85.6,2.645090103,88.88645172,14402,0,1.92465,51.56363888,5.666472435,11458.63,118.0666303,182.7901,1,1,66679.04649,1.30952,67.17964,5.453181267,4.680789471,1.7,33.27790842,80,80,83110792594,22.10501951,0.000791316,5.311,0,5.775368547,8.57863,1
21246,CareParrot,United States,2018,0.013,0,0.011,0.002,0,0.73,3.8,0,0,0,1,14,100,0,0,69.3,1.575724,79.2,1.62526,83.57395,3.6,88.29917908,1581424,2.032649994,2.83283,18.47405368,6.026274681,422807.71,178.9733659,147.6641,1,1,63064.41841,0.913162,34.41995,5.538066864,5.603142738,27.1,51.4405252,54.8,80,2.61482E+11,1.268599671,11.81637868,7.2092,41.4,5.209139408,3.78213,1
22150,BitMED,Cayman Islands,2018,0.008,0,0.006,0.002,0,0,1.8,0,0,0,0,0,46,0,0,48.78,0,0,0.9759164,0,2.6,25.85106087,0,0.814180017,0,0,0,0,0,7.928294,1,1,86059.73922,0,0,0,0,0,0,0,0,173644548.8,3.144239024,9.1,0,0,0,0,1
12873,HUSSY,Estonia,2018,0.008,0,0.002,0.006,10,0.6,2.1,0,0,0,0,0,30,0,1,65.3,1.7,82.1,1.55177,80.8,5.238870144,70.36543274,4349,0.931609988,1.40441,18.171464,5.28922987,1414.72,62.2248163,16.9,1,1,23052.30126,0.453036,96.82919,4.656772614,3.812066317,7.8,20.46954584,99.8,80,1212525210,3.960406045,0.173250173,6.31962,30.3,5.061652945,6.66152,1
9287,Wind Energy Mining,Latvia,2018,0.018,0.014,0,0.004,0,0,0,0,0,0,0,0,0,0,0,61.6,-0.5,78.3,1.142373,80,4.245170116,93.02448273,7150,1.107069969,0.64083,20.54819941,4.152466297,1417.73,36.60616907,2.5,1,0,17856.30712,5.2884,100,3.493833303,3.020697832,6.4,7.173437847,95.3,60,428832379.8,1.246634508,2.568425745,2.73384,35.1,4.519281145,4.69309,0
1050,GMP Project,Russian Federation,2017,0.008,0.006,0.002,0,0,0,0,0,0,0,1,0,0,0,0,50.5,0.15,45.6,-0.5028223,76.5,4.678199768,84.5842514,539144,0.649489999,0.98275,11.31874347,4.396923542,81579.36,51.24333483,34.76174,1,0,11287.35528,10.1236,33.67986,3.172773123,2.676175117,7.3,2.274465363,87.7,30,8784850000,0.530060761,2.691165331,2.77605,37.5,4.186344936,5.16847,0
5113,KWHCoin,United States,2018,0.01,0.008,0,0.002,366859,0,2.4,0,0,0,0,0,35,0,0,69.3,1.575724,79.2,1.62526,83.57395,3.6,88.29917908,1581424,2.032649994,2.83283,18.47405368,6.026274681,422807.71,178.9733659,147.6641,1,1,63064.41841,0.913162,34.41995,5.538066864,5.603142738,27.1,51.4405252,54.8,80,2.61482E+11,1.268599671,11.81637868,7.2092,41.4,5.209139408,3.78213,1
5759,NiQBiX,Portugal,2018,0.01,0.004,0.006,0,0,0.48,1.8,0,0,0,0,0,61,0,0,67,1.218545,82.5,0.8849584,76.44344,4.675159931,65.66265869,34227,0.588530004,1.34753,5.283415851,5.1783953,14294.56,96.99288433,25.57182,1,0,23551.04829,9.42872,73.7168,3.652564049,3.130854368,12.5,24.14864574,46,60,7846086578,3.239576964,8.637736418,6.26736,33.5,4.657096163,1.91993,0
12320,Industria,United Kingdom,2018,0.008,0.006,0.002,0,0,0,0,0,0,0,0,0,0,0,0,81.3,1.398906,76.1,1.777152,83.2,5.238900185,61.38288879,161144.9639,1.001019955,1.70274,22.31955772,6.33368735,97680.9,132.6118914,116.4857,1,1,43646.95197,1.07263,48.65972,4.429107189,4.408193111,17.3,33.21909638,53.5,80,81158909779,2.840389193,6.702680056,13.56267,34.8,5.344177416,3.61913,1
18784,Bitminer Factory,Bosnia and Herzegovina,2018,0.014,0.006,0.004,0.004,2070410,0.88,3.2,0,0,0,0,16,71,0,1,45.4,-0.1,55.1,-0.2157231,65.37254,0,43.4591217,10150,0.190500006,0.19485,5.254731563,3.201396942,703.79,57.50272926,22.4,0,0,6070.349081,8.77034,43.05458,3.62988925,2.2669034,8.4,8.438846331,94.4,60,594804957.6,2.946984648,1.919557204,4.75242,33,3.691230217,4.10657,0
397,Blocklancer,Austria,2017,0.004,0,0.002,0.002,5475789,0,3.4,0,0,0,1,9,31,0,0,79.6,1.3,97.4,1.531354,78.73995,5.225359917,86.68834686,59910.59132,1.023830056,3.17491,11.64557129,5.3621199,12362.28,84.32117413,25.67796,1,1,51461.43322,1.88243,84.57088,4.662967205,3.321559668,17.1,27.50158332,81.1,70,-28555242263,-6.277634789,3.64430175,6.07867,30.8,4.897588564,4.38647,1
528,Seratio Platform,United Kingdom,2017,0.004,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,81.3,1.398906,76.1,1.777152,83.2,5.238900185,61.38288879,161144.9639,1.001019955,1.70274,22.31955772,6.33368735,97680.9,132.6118914,116.4857,1,1,43646.95197,1.07263,48.65972,4.429107189,4.408193111,17.3,33.21909638,53.5,80,81158909779,2.840389193,6.702680056,13.56267,34.8,5.344177416,3.61913,1
1919,CyberTrust,Luxembourg,2018,0.004,0,0,0.004,17635787,0,3.4,0,0,0,0,12,31,0,0,82.3,-0.6,97.1,1.757189,69.5873,3.666260004,18.59046936,1331,0,1.21126,6.973219231,5.11999321,869.1,105.7797656,69.8066,1,1,117197.4817,0.896966,87.90385,4.977613926,4.296962261,4.2,33.05123747,99,80,-16756616318,-23.63904815,0.892873455,5.8186,35.4,5.535214914,5.8186,0
12178,Airchain Network,Poland,2018,0.008,0,0.004,0.004,0,0.5,2.9,0,0,0,1,2,8,1,0,60.9,0.5629848,87.6,0.942552,76.93317,4.615799904,68.62010193,102595,0.437790006,1.20953,10.39395684,4.173856,35662.64,52.53377829,27.32042,1,0,15468.48222,3.85351,41.3396,4.269861698,2.743236303,14.5,12.99819138,81.5,70,17624000000,3.000294614,4.037607502,3.29601,30.2,4.566628301,3.81092,0
18054,Laccoin,Canada,2018,0.011,0,0.011,0,0,0.55,3.3,0,0,0,1,10,29,1,0,71,1.7,89.6,1.706076,79.6798,5.262050152,70.11302185,173685,0.946200013,1.56287,15.42187915,5.710762501,59967.79,124,112.5475,1,1,46548.52036,0.505214,61.27,4.923079014,3.689212322,3.9,55.23347109,81.2,80,43159748308,2.506586797,6.2862578,6.1788,32.7,5.101296122,3.28625,1
6820,TuteCoin,United Kingdom,2018,0.006,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,81.3,1.398906,76.1,1.777152,83.2,5.238900185,61.38288879,161144.9639,1.001019955,1.70274,22.31955772,6.33368735,97680.9,132.6118914,116.4857,1,1,43646.95197,1.07263,48.65972,4.429107189,4.408193111,17.3,33.21909638,53.5,80,81158909779,2.840389193,6.702680056,13.56267,34.8,5.344177416,3.61913,1
8623,TRIPBIT,Australia,2018,0.002,0,0,0.002,0,0.55,2.7,0,0,0,0,5,63,0,0,74.9,-0.5,89.3,1.902706,80.8,5.107890129,107.8080521,50613,1.136630058,1.87466,18.17692094,5.67698979,53610.22,139.9593388,88.13015,1,1,57180.7794,0.901855,89.30564,5.009389877,3.551865101,26,65.17179672,84.3,90,61526702742,4.293915221,3.677487188,4.99704,34.3,4.824902458,4.55892,1
10475,Clear Shop Vision - ORC,Hungary,2018,0.002,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,63.7,-0.6,83.4,0.57471,73.23963,4.627309799,50.30653,21705,0.710449994,1.53337,16.80992462,4.694597721,6700.92,32.38599792,18.03551,1,0,16427.37276,2.4653,92.05961,4.284766674,3.330895185,9.1,16.01993154,82.4,70,-64701744467,-40.32992813,6.047078486,3.88758,29.6,4.398625735,4.58673,0
12397,TrustedCars Flex,Germany,2018,0.002,0,0.002,0,8120000,0.15,4.4,0,0,0,1,10,44,1,1,77.2,0.1,87.1,1.762925,79.34794,4.992740154,70.34264374,416240.5647,1.252959967,3.13267,15.7444629,5.67118332,104396.12,78.12429439,44.30205,1,1,47950.18081,1.24,87.12508,5.153810024,5.009218216,23.2,17.96169037,90.8,70,1.58515E+11,4.001061735,1.804344217,9.04953,31.7,4.971676479,4.86212,1
19428,LEONARDO,Cayman Islands,2018,0.002,0,0.002,0,0,0,0,0,0,0,1,0,0,0,0,48.78,0,0,0.9759164,0,2.6,25.85106087,0,0.814180017,0,0,0,0,0,7.928294,1,1,86059.73922,0,0,0,0,0,0,0,0,173644548.8,3.144239024,9.1,0,0,0,0,1
19556,Sansox,Finland,2018,0.004,0.002,0.002,0,76102,1,3,0,0,0,1,7,29,1,1,78.9,0.9,97.8,1.78569,80,6.269299984,90.2617569,15080,1.227409959,2.75572,9.017583109,5.77379565,10598.94,94.24632695,10.3,1,1,49964.49991,1.42557,87.88657,5.44489193,4.877337456,11.9,15.95099773,81.1,80,-10571698825,-3.832414403,2.26759708,4.61027,27.3,5.062133082,7.03482,1
21179,BEATR_X,Switzerland,2018,0.012,0.006,0.006,0,0,0,0,0,0,0,1,0,0,0,0,81.5,2.038619,98.1,1.798568,76.6,4.86093998,61.37744904,36406,2.934159994,3.36798,13.31746702,6.5519386,21378.56,168.7,195.8393,1,1,86388.40495,0.661974,84.84321,4.940247536,4.145997524,9.3,24.51156614,95.9,90,-1.46999E+11,-19.97575153,1.004549408,6.93209,33.1,5.422860297,2.54616,1
21326,SprinkleCoin,Georgia,2018,0.008,0,0.006,0.002,10816979,1,2.8,0,0,0,1,18,30,0,1,41.3,1,52.7,1.125411,83.4992,3.52105999,60.33444977,17749,0.51293999,0.28052,3.123405038,2.68339248,550.41,62.64781484,0.1,0,0,4722.787783,2.67887,86.61465,4.181656837,2.576984167,7.8,34.11321681,91.8,60,1259706699,7.157546395,4.801330657,9.70936,36.4,4.574980236,3.1877,0
3722,Cher Ecocity,Singapore,2018,0.008,0.006,0.002,0,0,0,0,0,0,0,0,0,0,0,0,58.1,2.230585,97.1,2.126329,85.6,2.645090103,88.88645172,14402,0,1.92465,51.56363888,5.666472435,11458.63,118.0666303,182.7901,1,1,66679.04649,1.30952,67.17964,5.453181267,4.680789471,1.7,33.27790842,80,80,83110792594,22.10501951,0.000791316,5.311,0,5.775368547,8.57863,1
1608,Simple Token,"Hong Kong SAR, China",2017,0.01,0,0.006,0.004,22000000,0,3.1,0,0,0,1,8,17,0,0,18.65,1.9,0,2.22614,85,3.326519966,76.92223358,6500,0,0.8634,64.65259172,5.01149416,0,219.9321686,1055.932,1,1,48542.68187,0.546971,57.3908,5.077777863,4.342450619,17.5,0,100,90,97036255479,26.82845724,0.05,0,0,5.705542134,0,1
3708,eWaiter,Russian Federation,2018,0.006,0,0.004,0.002,400000,1,3.3,0,0,0,1,12,65,0,0,50.5,0.15,45.6,-0.5028223,76.5,4.678199768,84.5842514,539144,0.649489999,0.98275,11.31874347,4.396923542,81579.36,51.24333483,34.76174,1,0,11287.35528,10.1236,33.67986,3.172773123,2.676175117,7.3,2.274465363,87.7,30,8784850000,0.530060761,2.691165331,2.77605,37.5,4.186344936,5.16847,0
4465,CVProof,Estonia,2018,0,0,0,0,0,0.4,2.8,0,0,0,1,12,29,0,0,65.3,1.7,82.1,1.55177,80.8,5.238870144,70.36543274,4349,0.931609988,1.40441,18.171464,5.28922987,1414.72,62.2248163,16.9,1,1,23052.30126,0.453036,96.82919,4.656772614,3.812066317,7.8,20.46954584,99.8,80,1212525210,3.960406045,0.173250173,6.31962,30.3,5.061652945,6.66152,1
6070,LanceChain,Bulgaria,2018,0,0,0,0,0,0.5,3.2,0,0,0,0,0,30,0,0,57,-0.7,68.5,0.5865343,71.7,4.091020107,71.52152252,21914,0,0.75565,10.36870228,3.926621437,3311.27,50.33915995,23.33771,0,0,9446.700772,7.80156,98.81642,3.941319466,3.224905729,4.9,16.10538625,94.3,60,1809860000,2.732682714,1.92203785,3.09655,41.3,4.40789228,3.77203,0
7424,FAIMA,Germany,2018,0.006,0,0.004,0.002,0,0.7,2.9,0,0,0,0,2,30,0,0,77.2,0.1,87.1,1.762925,79.34794,4.992740154,70.34264374,416240.5647,1.252959967,3.13267,15.7444629,5.67118332,104396.12,78.12429439,44.30205,1,1,47950.18081,1.24,87.12508,5.153810024,5.009218216,23.2,17.96169037,90.8,70,1.58515E+11,4.001061735,1.804344217,9.04953,31.7,4.971676479,4.86212,1
8473,Etheal,Estonia,2018,0.011,0,0.009,0.002,820000,0.565,4.2,0,0,0,1,20,28,0,0,65.3,1.7,82.1,1.55177,80.8,5.238870144,70.36543274,4349,0.931609988,1.40441,18.171464,5.28922987,1414.72,62.2248163,16.9,1,1,23052.30126,0.453036,96.82919,4.656772614,3.812066317,7.8,20.46954584,99.8,80,1212525210,3.960406045,0.173250173,6.31962,30.3,5.061652945,6.66152,1
9560,Flat Earth Coin,Italy,2018,0.006,0,0.004,0.002,0,0,0,0,0,0,0,0,0,0,0,71,0.1,76.8,0.726119,73.2,4.255720139,64.29161835,92744,0.401259989,1.39181,7.475532102,4.82461233,71240.28,76.71659428,27.2013,1,1,34605.26273,8.38628,54.14135,3.004333496,2.257800817,16.8,31.27428885,68.2,50,44249715319,2.116080228,8.419671418,7.56075,35.2,4.338684139,1.27455,1
12405,BullToken,Norway,2018,0.002,0,0,0.002,1585200,0.081,4,0,0,0,0,27,46,1,0,77.7,1.886028,97.1,1.790837,82.91579,7.644110203,83.01725769,34001.536,1.085659981,2.07264,21.11728402,5.356462,11802.78,143.4010242,61.1859,0,1,82267.80932,0.746428,95.88322,5.141877651,3.906944513,20.8,24.17212403,97.8,60,-5664319362,-1.296183832,0.884887779,4.82999,27.6,5.051715785,3.69031,0
12683,CryptoHunters,Romania,2018,0.008,0,0,0.008,15726826,0,0,0,0,0,0,0,0,0,0,64.7,-0.1330298,67.9,0.424159,72.51292,3.344749928,51.01253891,26266,0.081069998,0.50077,10.07718332,3.979624748,10345.01,25.72739123,8.636633,1,0,12398.98198,4.95655,55.96098,3.014748812,2.353401184,12.3,15.22585392,91.1,50,7343560129,3.041348095,3.811979826,5.70664,35.8,4.22042102,4.92002,1
13359,Doctor Smart,Cayman Islands,2018,0.012,0,0.009,0.004,0,0.57,2.8,0,0,0,1,10,75,0,0,48.78,0,0,0.9759164,0,2.6,25.85106087,0,0.814180017,0,0,0,0,0,7.928294,1,1,86059.73922,0,0,0,0,0,0,0,0,173644548.8,3.144239024,9.1,0,0,0,0,1
22485,Izzy Care,United States,2018,0.011,0,0.011,0,0,0,0,0,0,0,1,0,0,0,0,69.3,1.575724,79.2,1.62526,83.57395,3.6,88.29917908,1581424,2.032649994,2.83283,18.47405368,6.026274681,422807.71,178.9733659,147.6641,1,1,63064.41841,0.913162,34.41995,5.538066864,5.603142738,27.1,51.4405252,54.8,80,2.61482E+11,1.268599671,11.81637868,7.2092,41.4,5.209139408,3.78213,1
